price,year,manufacturer,model,condition,fuel,odometer,title_status,transmission,drive,type,paint_color,state,cylinders_num
6497,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,240253.0,clean,automatic,fwd,pickup,red,ks,8.0
17590,2015.0,Toyota,Toyota Camry,good,gas,25889.0,clean,other,fwd,sedan,Unknown,ks,4.0
47500,2019.0,Ford,Ford F-150,like new,gas,12569.0,clean,automatic,4wd,pickup,Unknown,ks,6.0
13000,2005.0,Chevrolet,Chevrolet Silverado 1500,fair,diesel,253356.0,clean,automatic,4wd,pickup,white,ks,8.0
5895,2006.0,Ford,Ford F-150,excellent,gas,129055.0,clean,automatic,4wd,pickup,blue,ks,8.0
27981,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,119175.0,clean,automatic,4wd,truck,silver,ks,8.0
22590,2012.0,Chevrolet,Chevrolet Silverado 1500,good,other,99554.0,clean,other,4wd,pickup,black,ks,8.0
17995,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,96800.0,clean,automatic,4wd,pickup,blue,ks,8.0
8197,2005.0,Chevrolet,Chevrolet Silverado 1500,good,gas,210587.0,clean,automatic,4wd,pickup,silver,ks,8.0
18999,2013.0,Ford,Ford F-150,excellent,gas,167125.0,clean,automatic,4wd,pickup,black,ks,6.0
16000,2002.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,170000.0,clean,automatic,rwd,pickup,white,ks,8.0
17750,2012.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,154560.0,clean,automatic,4wd,pickup,white,ks,8.0
15999,2011.0,Ford,Ford F-150,excellent,gas,167410.0,clean,automatic,4wd,truck,white,ks,6.0
31788,2015.0,Chevrolet,Chevrolet Silverado 1500,good,gas,78704.0,clean,automatic,4wd,truck,white,ks,8.0
13997,2012.0,Ford,Ford F-150,good,gas,175207.0,clean,automatic,4wd,pickup,white,ks,8.0
26791,2017.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,89585.0,clean,automatic,4wd,truck,black,ks,8.0
28950,2018.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,144328.0,clean,automatic,4wd,other,white,ks,8.0
45780,2020.0,Chevrolet,Chevrolet Silverado 1500,like new,other,16799.0,clean,automatic,4wd,pickup,red,ks,8.0
32980,2018.0,Chevrolet,Chevrolet Silverado 1500,like new,electric,79404.0,clean,automatic,4wd,pickup,black,ks,8.0
35980,2017.0,Chevrolet,Chevrolet Silverado 1500,like new,other,50740.0,clean,automatic,4wd,pickup,black,ks,8.0
30595,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,90500.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
57341,2019.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,39356.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
37862,2016.0,Ford,Ford F-150,fair,gas,59700.0,clean,automatic,4wd,mini-van,silver,ks,6.0
14997,2012.0,Chevrolet,Chevrolet Silverado 1500,good,hybrid,133907.0,clean,automatic,4wd,pickup,white,ks,8.0
18497,2016.0,Ford,Ford F-150,excellent,gas,83438.0,clean,automatic,rwd,truck,white,ks,6.0
3750,1993.0,Chevrolet,Chevrolet Silverado 1500,good,gas,237000.0,clean,automatic,rwd,pickup,red,ks,8.0
9900,2008.0,Ford,Ford F-150,excellent,gas,210000.0,clean,automatic,4wd,truck,black,ks,8.0
13900,2013.0,Ford,Ford F-150,excellent,gas,155869.0,clean,automatic,rwd,pickup,white,ks,6.0
12900,2013.0,Ford,Ford F-150,excellent,gas,178576.0,clean,automatic,rwd,pickup,white,ks,6.0
17900,2015.0,Ford,Ford F-150,excellent,gas,198426.0,clean,automatic,4wd,pickup,white,ks,8.0
22900,2016.0,Ford,Ford F-150,excellent,gas,168509.0,clean,automatic,4wd,pickup,white,ks,8.0
23900,2016.0,Ford,Ford F-150,excellent,gas,187975.0,clean,automatic,4wd,pickup,white,ks,8.0
13480,2014.0,Toyota,Toyota Camry,excellent,gas,59927.0,clean,automatic,fwd,sedan,white,ks,4.0
26700,2013.0,Ford,Ford F-150,excellent,gas,109026.0,clean,automatic,4wd,truck,red,ks,8.0
34944,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,91271.0,clean,automatic,4wd,pickup,black,ks,8.0
6997,2004.0,Chevrolet,Chevrolet Silverado 1500,good,other,141371.0,clean,automatic,fwd,pickup,white,ks,8.0
24590,2017.0,Chevrolet,Chevrolet Silverado 1500,good,gas,40784.0,clean,other,4wd,pickup,white,ks,6.0
3497,2001.0,Toyota,Toyota Camry,good,gas,233824.0,clean,automatic,fwd,sedan,silver,ks,4.0
7497,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,200427.0,clean,automatic,4wd,pickup,white,ks,8.0
27981,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,119175.0,clean,automatic,4wd,truck,silver,ks,8.0
34590,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,29499.0,clean,other,4wd,pickup,silver,ks,6.0
7999,2013.0,Ford,Ford F-150,good,other,187662.0,clean,automatic,4wd,pickup,white,ks,8.0
4999,2007.0,Ford,Ford F-150,good,gas,152415.0,clean,automatic,rwd,truck,white,ks,8.0
38590,2018.0,Ford,Ford F-150,good,gas,28033.0,clean,other,4wd,pickup,Unknown,ks,6.0
32990,2019.0,Ford,Ford F-150,good,gas,22769.0,clean,other,4wd,pickup,black,ks,6.0
41569,2017.0,Ford,Ford F-150,like new,gas,83066.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
40871,2018.0,Ford,Ford F-150,good,gas,57411.0,clean,automatic,4wd,truck,silver,ks,8.0
26950,2021.0,Toyota,Toyota Camry,fair,gas,5991.0,clean,automatic,fwd,other,Unknown,ks,4.0
7997,2006.0,Ford,Ford F-150,good,gas,200274.0,clean,automatic,4wd,pickup,silver,ks,8.0
42994,2019.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,39690.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
31788,2015.0,Chevrolet,Chevrolet Silverado 1500,good,gas,78704.0,clean,automatic,4wd,truck,white,ks,8.0
36990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,14508.0,clean,other,4wd,pickup,red,ks,8.0
3100,2000.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,198777.0,clean,automatic,rwd,truck,Unknown,ks,8.0
26791,2017.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,89585.0,clean,automatic,4wd,truck,black,ks,8.0
13995,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,216915.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
13995,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,191906.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
37990,2018.0,Chevrolet,Chevrolet Silverado 1500,good,other,31408.0,clean,other,4wd,pickup,white,ks,8.0
17995,2012.0,Ford,Ford F-150,good,gas,126263.0,clean,automatic,4wd,truck,Unknown,ks,8.0
7999,2008.0,Toyota,Toyota Camry,excellent,gas,127836.0,clean,automatic,fwd,sedan,blue,ks,4.0
6950,2010.0,Toyota,Toyota Camry,good,gas,193000.0,clean,automatic,fwd,sedan,green,ks,4.0
5650,2007.0,Toyota,Toyota Camry,excellent,gas,204000.0,clean,automatic,fwd,sedan,custom,ks,4.0
12997,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,147857.0,clean,automatic,fwd,pickup,black,ks,8.0
3500,2005.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,170650.0,clean,automatic,rwd,pickup,red,ks,6.0
7400,2009.0,Toyota,Toyota Camry,excellent,gas,100000.0,clean,automatic,fwd,sedan,white,ks,4.0
46480,2020.0,Ford,Ford F-150,like new,other,10505.0,clean,automatic,4wd,pickup,white,ks,6.0
45780,2020.0,Chevrolet,Chevrolet Silverado 1500,like new,other,16799.0,clean,automatic,4wd,pickup,red,ks,8.0
32980,2017.0,Chevrolet,Chevrolet Silverado 1500,like new,electric,73895.0,clean,automatic,4wd,pickup,white,ks,8.0
41980,2017.0,Chevrolet,Chevrolet Silverado 1500,like new,other,75571.0,clean,automatic,4wd,pickup,red,ks,8.0
44980,2019.0,Chevrolet,Chevrolet Silverado 1500,like new,other,10668.0,clean,automatic,4wd,pickup,Unknown,ks,6.0
37380,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,electric,80461.0,clean,automatic,4wd,pickup,red,ks,8.0
26980,2014.0,Chevrolet,Chevrolet Silverado 1500,like new,other,118551.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
30980,2017.0,Ford,Ford F-150,like new,other,111402.0,clean,automatic,4wd,pickup,silver,ks,6.0
13950,2011.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,103259.0,clean,automatic,rwd,truck,black,ks,6.0
27981,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,119175.0,clean,automatic,4wd,truck,silver,ks,8.0
8499,2007.0,Ford,Ford F-150,good,gas,185024.0,clean,automatic,4wd,other,white,ks,8.0
21895,2013.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,86000.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
12997,2010.0,Ford,Ford F-150,good,gas,182496.0,clean,automatic,4wd,pickup,white,ks,8.0
9995,2008.0,Ford,Ford F-150,excellent,gas,157200.0,clean,automatic,4wd,pickup,black,ks,8.0
33500,2000.0,Ford,Ford F-150,excellent,gas,28000.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
10500,2008.0,Ford,Ford F-150,good,gas,144350.0,clean,automatic,4wd,truck,custom,ks,8.0
14995,2013.0,Chevrolet,Chevrolet Silverado 1500,good,gas,203693.0,clean,automatic,4wd,truck,Unknown,ks,8.0
24971,2014.0,Ford,Ford F-150,good,gas,98783.0,clean,automatic,4wd,truck,Unknown,ks,6.0
5995,2007.0,Ford,Ford F-150,good,gas,231000.0,clean,automatic,rwd,truck,grey,ks,6.0
6500,2007.0,Toyota,Toyota Camry,good,gas,184250.0,clean,automatic,fwd,other,silver,ks,6.0
15995,2010.0,Ford,Ford F-150,good,other,154041.0,clean,automatic,4wd,pickup,white,ks,8.0
15995,2010.0,Ford,Ford F-150,good,other,154041.0,clean,automatic,4wd,pickup,white,ks,8.0
3997,1999.0,Ford,Ford F-150,good,gas,253000.0,clean,automatic,4wd,pickup,blue,ks,8.0
53562,2019.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,30662.0,clean,automatic,4wd,pickup,black,ks,8.0
31788,2015.0,Chevrolet,Chevrolet Silverado 1500,good,gas,78704.0,clean,automatic,4wd,truck,white,ks,8.0
26791,2017.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,89585.0,clean,automatic,4wd,truck,black,ks,8.0
11998,2011.0,Toyota,Toyota Camry,fair,gas,96277.0,clean,automatic,fwd,sedan,Unknown,ks,4.0
42994,2019.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,39690.0,clean,automatic,4wd,pickup,blue,ks,8.0
31309,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,76996.0,clean,automatic,4wd,pickup,black,ks,8.0
5900,2002.0,Ford,Ford F-150,good,gas,275000.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
49628,2019.0,Ford,Ford F-150,like new,gas,46310.0,clean,automatic,4wd,pickup,black,ks,8.0
16500,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,99940.0,clean,automatic,rwd,truck,white,ks,6.0
3300,1998.0,Ford,Ford F-150,good,gas,214000.0,clean,automatic,4wd,pickup,red,ks,8.0
11000,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,171710.0,clean,automatic,4wd,truck,white,ks,8.0
6000,1995.0,Ford,Ford F-150,good,gas,191800.0,clean,automatic,rwd,truck,blue,ks,8.0
3997,1998.0,Ford,Ford F-150,good,gas,195666.0,clean,automatic,fwd,pickup,blue,ks,8.0
34149,2017.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,91644.0,clean,automatic,4wd,pickup,black,ks,8.0
33990,2016.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,100754.0,clean,automatic,4wd,truck,Unknown,ks,8.0
24900,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,diesel,190000.0,clean,automatic,4wd,other,custom,ks,8.0
28500,2013.0,Ford,Ford F-150,excellent,gas,89000.0,clean,automatic,4wd,pickup,grey,ks,8.0
9850,2005.0,Ford,Ford F-150,good,gas,229775.0,clean,automatic,fwd,truck,black,ks,8.0
4500,2007.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,330000.0,clean,automatic,4wd,SUV,Unknown,ks,8.0
17990,2007.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,183434.0,clean,automatic,4wd,truck,Unknown,ks,8.0
30988,2017.0,Ford,Ford F-150,like new,gas,86006.0,clean,automatic,4wd,pickup,Unknown,ks,6.0
18988,2011.0,Ford,Ford F-150,like new,gas,127885.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
30988,2016.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,50846.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
15995,2009.0,Ford,Ford F-150,good,gas,151120.0,clean,automatic,4wd,pickup,silver,ks,8.0
10450,2012.0,Toyota,Toyota Camry,like new,gas,152000.0,clean,automatic,fwd,sedan,grey,ks,4.0
13995,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,216915.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
27981,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,119175.0,clean,automatic,4wd,truck,silver,ks,8.0
13995,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,191906.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
3950,2004.0,Ford,Ford F-150,good,gas,238000.0,clean,automatic,4wd,truck,red,ks,8.0
34944,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,91271.0,clean,automatic,4wd,pickup,black,ks,8.0
13997,2009.0,Ford,Ford F-150,good,other,167365.0,clean,automatic,4wd,pickup,red,ks,8.0
6995,2004.0,Chevrolet,Chevrolet Silverado 1500,good,gas,155632.0,clean,automatic,4wd,pickup,red,ks,8.0
13997,2011.0,Chevrolet,Chevrolet Silverado 1500,good,gas,106275.0,clean,automatic,4wd,pickup,white,ks,8.0
31788,2015.0,Chevrolet,Chevrolet Silverado 1500,good,gas,78704.0,clean,automatic,4wd,truck,white,ks,8.0
41994,2017.0,Ford,Ford F-150,like new,gas,83066.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
26791,2017.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,89585.0,clean,automatic,4wd,truck,black,ks,8.0
26990,2016.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,150432.0,clean,automatic,4wd,truck,Unknown,ks,8.0
14990,2011.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,162792.0,clean,automatic,rwd,truck,Unknown,ks,8.0
15990,2008.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,54624.0,clean,automatic,rwd,truck,Unknown,ks,6.0
17990,2005.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,95100.0,clean,automatic,4wd,truck,Unknown,ks,8.0
13995,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,202143.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
13995,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,216915.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
13995,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,191906.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
22990,2014.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,153417.0,clean,automatic,4wd,truck,Unknown,ks,8.0
35990,2018.0,Ford,Ford F-150,like new,gas,35343.0,clean,automatic,4wd,truck,Unknown,ks,8.0
14997,2011.0,Chevrolet,Chevrolet Silverado 1500,good,other,186848.0,clean,automatic,4wd,pickup,white,ks,8.0
12500,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,205816.0,clean,automatic,4wd,truck,white,ks,8.0
21990,2010.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,141442.0,clean,automatic,4wd,truck,Unknown,ks,8.0
5450,2011.0,Toyota,Toyota Camry,excellent,other,185000.0,clean,automatic,fwd,sedan,silver,ks,4.0
28988,2013.0,Ford,Ford F-150,like new,gas,87934.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
18988,2011.0,Ford,Ford F-150,like new,gas,127885.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
27988,2016.0,Ford,Ford F-150,like new,gas,65521.0,clean,automatic,4wd,pickup,Unknown,ks,6.0
35988,2018.0,Ford,Ford F-150,like new,gas,31784.0,clean,automatic,4wd,pickup,Unknown,ks,6.0
27981,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,119175.0,clean,automatic,4wd,truck,silver,ks,8.0
40871,2018.0,Ford,Ford F-150,good,gas,57411.0,clean,automatic,4wd,truck,silver,ks,8.0
14995,2012.0,Ford,Ford F-150,excellent,gas,96071.0,clean,automatic,rwd,pickup,white,ks,6.0
8500,2007.0,Ford,Ford F-150,fair,other,225271.0,clean,automatic,4wd,pickup,green,ks,8.0
25990,2019.0,Ford,Ford F-150,good,gas,21480.0,clean,other,4wd,pickup,black,ks,6.0
8997,2009.0,Chevrolet,Chevrolet Silverado 1500,good,gas,194238.0,clean,automatic,fwd,pickup,black,ks,6.0
8497,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,192453.0,clean,automatic,4wd,pickup,black,ks,8.0
16988,2013.0,Ford,Ford F-150,good,gas,148691.0,clean,automatic,4wd,pickup,white,ks,8.0
20988,2016.0,Ford,Ford F-150,good,gas,150148.0,clean,automatic,4wd,pickup,white,ks,6.0
35653,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,72185.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
47000,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,52000.0,clean,automatic,4wd,truck,white,ks,8.0
25950,2015.0,Ford,Ford F-150,fair,gas,143470.0,clean,automatic,4wd,other,red,ks,6.0
24971,2014.0,Ford,Ford F-150,good,gas,98783.0,clean,automatic,4wd,truck,Unknown,ks,6.0
4000,1995.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,216639.0,clean,automatic,4wd,pickup,blue,ks,8.0
11997,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,93195.0,clean,automatic,fwd,pickup,blue,ks,8.0
6497,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,240253.0,clean,automatic,fwd,pickup,red,ks,8.0
23999,2014.0,Ford,Ford F-150,good,gas,162541.0,clean,automatic,4wd,pickup,white,ks,6.0
31788,2015.0,Chevrolet,Chevrolet Silverado 1500,good,gas,78704.0,clean,automatic,4wd,truck,white,ks,8.0
10997,2011.0,Ford,Ford F-150,good,gas,254121.0,clean,automatic,4wd,pickup,white,ks,6.0
26791,2017.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,89585.0,clean,automatic,4wd,truck,black,ks,8.0
18999,2013.0,Ford,Ford F-150,excellent,gas,167125.0,clean,automatic,4wd,pickup,black,ks,6.0
5000,1995.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,151000.0,clean,manual,rwd,pickup,Unknown,ks,6.0
8197,2005.0,Chevrolet,Chevrolet Silverado 1500,good,gas,210587.0,clean,automatic,4wd,pickup,silver,ks,8.0
28950,2018.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,144328.0,clean,automatic,4wd,other,white,ks,8.0
15995,2011.0,Ford,Ford F-150,good,gas,182862.0,clean,automatic,4wd,pickup,blue,ks,6.0
16995,2010.0,Ford,Ford F-150,good,other,151416.0,clean,automatic,4wd,pickup,red,ks,8.0
27981,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,119175.0,clean,automatic,4wd,truck,silver,ks,8.0
8450,2005.0,Chevrolet,Chevrolet Silverado 1500,good,gas,208000.0,clean,automatic,4wd,pickup,grey,ks,8.0
31309,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,76996.0,clean,automatic,4wd,pickup,black,ks,8.0
12950,2004.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,101000.0,clean,automatic,rwd,truck,white,ks,8.0
49628,2019.0,Ford,Ford F-150,like new,gas,46310.0,clean,automatic,4wd,pickup,black,ks,8.0
26950,2021.0,Toyota,Toyota Camry,fair,gas,5991.0,clean,automatic,fwd,other,Unknown,ks,4.0
35988,2018.0,Ford,Ford F-150,like new,gas,31784.0,clean,automatic,4wd,pickup,Unknown,ks,6.0
27988,2016.0,Ford,Ford F-150,like new,gas,65521.0,clean,automatic,4wd,pickup,Unknown,ks,6.0
34149,2017.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,91644.0,clean,automatic,4wd,pickup,black,ks,8.0
6997,2004.0,Chevrolet,Chevrolet Silverado 1500,good,other,141371.0,clean,automatic,fwd,pickup,white,ks,8.0
3497,2001.0,Toyota,Toyota Camry,good,gas,233824.0,clean,automatic,fwd,sedan,silver,ks,4.0
13900,2013.0,Ford,Ford F-150,excellent,gas,155869.0,clean,automatic,rwd,pickup,white,ks,6.0
12900,2013.0,Ford,Ford F-150,excellent,gas,178576.0,clean,automatic,rwd,pickup,white,ks,6.0
17900,2015.0,Ford,Ford F-150,excellent,gas,198426.0,clean,automatic,4wd,pickup,white,ks,8.0
22900,2016.0,Ford,Ford F-150,excellent,gas,168509.0,clean,automatic,4wd,pickup,white,ks,8.0
23900,2016.0,Ford,Ford F-150,excellent,gas,187975.0,clean,automatic,4wd,pickup,white,ks,8.0
34944,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,91271.0,clean,automatic,4wd,pickup,black,ks,8.0
19499,2014.0,Ford,Ford F-150,good,gas,137663.0,clean,automatic,4wd,pickup,blue,ks,6.0
5000,1995.0,Chevrolet,Chevrolet Silverado 1500,good,gas,150000.0,clean,manual,rwd,pickup,green,ks,6.0
5999,2006.0,Ford,Ford F-150,good,gas,172456.0,clean,automatic,4wd,other,brown,ks,8.0
5950,2005.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,182221.0,clean,automatic,4wd,pickup,green,ks,8.0
12980,2014.0,Toyota,Toyota Camry,excellent,gas,75788.0,clean,automatic,fwd,sedan,grey,ks,4.0
9980,2011.0,Toyota,Toyota Camry,excellent,gas,121619.0,clean,automatic,fwd,sedan,black,ks,4.0
22590,2013.0,Ford,Ford F-150,good,other,14169.0,clean,other,4wd,pickup,silver,ks,6.0
12997,2010.0,Ford,Ford F-150,good,gas,123752.0,clean,automatic,fwd,pickup,Unknown,ks,8.0
6995,2010.0,Ford,Ford F-150,good,gas,174351.0,clean,automatic,4wd,truck,white,ks,8.0
28000,2014.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,85314.0,clean,automatic,4wd,pickup,silver,ks,8.0
17990,2016.0,Toyota,Toyota Camry,good,gas,30701.0,clean,other,fwd,sedan,black,ks,4.0
24990,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,26460.0,clean,other,4wd,pickup,red,ks,8.0
40871,2018.0,Ford,Ford F-150,good,gas,57411.0,clean,automatic,4wd,truck,silver,ks,8.0
24990,2013.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,111908.0,clean,automatic,4wd,truck,Unknown,ks,8.0
52277,2020.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,18491.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
7497,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,200427.0,clean,automatic,4wd,pickup,white,ks,8.0
8995,2007.0,Toyota,Toyota Camry,good,gas,143281.0,clean,automatic,fwd,sedan,black,ks,4.0
40963,2017.0,Ford,Ford F-150,like new,gas,83066.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
29590,2015.0,Chevrolet,Chevrolet Silverado 1500,good,other,43874.0,clean,other,4wd,pickup,Unknown,ks,6.0
12997,2013.0,Chevrolet,Chevrolet Silverado 1500,good,other,193823.0,clean,automatic,4wd,pickup,white,ks,8.0
34990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,other,20925.0,clean,other,4wd,pickup,black,ks,8.0
13995,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,202143.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
12997,2010.0,Ford,Ford F-150,good,gas,207331.0,clean,automatic,4wd,pickup,red,ks,8.0
31590,2013.0,Ford,Ford F-150,good,other,68089.0,clean,other,4wd,pickup,red,ks,8.0
6995,2001.0,Toyota,Toyota Camry,good,gas,208581.0,clean,automatic,fwd,sedan,Unknown,ks,4.0
34990,2017.0,Chevrolet,Chevrolet Silverado 1500,good,other,30559.0,clean,other,4wd,pickup,white,ks,8.0
12997,2010.0,Ford,Ford F-150,good,gas,182496.0,clean,automatic,4wd,pickup,white,ks,8.0
31788,2015.0,Chevrolet,Chevrolet Silverado 1500,good,gas,78704.0,clean,automatic,4wd,truck,white,ks,8.0
18990,2011.0,Ford,Ford F-150,excellent,gas,97357.0,clean,automatic,4wd,truck,silver,ks,8.0
7997,2008.0,Toyota,Toyota Camry,good,gas,122446.0,clean,automatic,fwd,sedan,white,ks,6.0
35653,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,72185.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
37614,2016.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,72125.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
24971,2014.0,Ford,Ford F-150,good,gas,98783.0,clean,automatic,4wd,truck,Unknown,ks,6.0
5995,2006.0,Toyota,Toyota Camry,good,gas,149014.0,clean,automatic,fwd,sedan,Unknown,ks,6.0
3950,2001.0,Toyota,Toyota Camry,excellent,gas,154556.0,clean,automatic,fwd,coupe,red,ks,6.0
15950,2009.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,94000.0,clean,automatic,rwd,pickup,red,ks,8.0
26791,2017.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,89585.0,clean,automatic,4wd,truck,black,ks,8.0
6995,2005.0,Toyota,Toyota Camry,good,gas,146651.0,clean,automatic,fwd,sedan,custom,ks,6.0
4197,1999.0,Ford,Ford F-150,good,gas,253000.0,clean,automatic,4wd,pickup,blue,ks,8.0
5197,2001.0,Chevrolet,Chevrolet Silverado 1500,good,gas,201893.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
28950,2011.0,Chevrolet,Chevrolet Silverado 1500,good,gas,46016.0,clean,automatic,4wd,pickup,Unknown,ks,8.0
7997,2008.0,Ford,Ford F-150,good,gas,152999.0,clean,automatic,fwd,pickup,Unknown,ks,8.0
34590,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,29499.0,clean,other,4wd,pickup,silver,ks,6.0
25990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,other,82140.0,clean,automatic,4wd,pickup,black,ks,8.0
30990,2014.0,Ford,Ford F-150,good,other,67344.0,clean,other,4wd,pickup,orange,ks,8.0
36590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,7619.0,clean,other,4wd,pickup,white,ks,8.0
32990,2019.0,Ford,Ford F-150,good,gas,22769.0,clean,other,4wd,pickup,black,ks,6.0
26990,2016.0,Ford,Ford F-150,good,gas,14230.0,clean,other,4wd,pickup,black,ks,6.0
36990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,14508.0,clean,other,4wd,pickup,red,ks,8.0
23990,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,41568.0,clean,other,4wd,pickup,white,ks,6.0
29590,2015.0,Chevrolet,Chevrolet Silverado 1500,good,other,43874.0,clean,other,4wd,pickup,Unknown,ks,6.0
